Time,Trade_ID,Action,Symbol,Strategy,Entry_Price,SL_Price,TP1_Price,TP2_Price,Exit_Price,Exit_Reason,Stage,PnL_USDT,ATR_val,ATR_Pct,ADX,Leverage,Size,Margin_USDT,Trail_ATR_mult,Trail_cb_pct,VOL_rank,Price_15m,P15m_pct,Price_1h,P1h_pct,Price_4h,P4h_pct,Followup_Late
2026-05-30 11:12:26,P1780110746_MEMEUSDTUSDT,ENTRY_PROBE,MEME/USDT:USDT,BREAKOUT,0.0005224,0.0005179,0.0005312,0.0005399,,,,,4e-06,0.838,32.6,1,184549.0,96.41,,,,,,,,,,
2026-05-30 11:12:28,P1780110746_MEMEUSDTUSDT,PARTIAL_TP2,MEME/USDT:USDT,BREAKOUT,0.0005224,,,,0.0005399,TP2,2,0.97,4e-06,0.838,32.6,1,55364.7,,,,,,,,,,,
2026-05-30 11:12:31,P1780110746_MEMEUSDTUSDT,EXIT,MEME/USDT:USDT,BREAKOUT,0.0005224,,,,0.0005224,TRAIL,2,0.97,4e-06,0.838,32.6,1,184549.0,96.41,,,,,,,,,,
2026-05-30 14:05:21,P1780121121_VETUSDTUSDT,ENTRY_PROBE,VET/USDT:USDT,BREAKOUT,0.006199,0.006143,0.006311,0.006423,,,,,5.6e-05,0.903,35.3,1,15397.0,95.45,,,,,,,,,,
2026-05-30 20:02:23,P1780142543_ALLOUSDTUSDT,ENTRY_PROBE,ALLO/USDT:USDT,BREAKOUT,0.3119497,0.29899929,0.33975113,0.36755256,,,,,0.013901,4.456,47.8,1,72.0,22.46,,,,,,,,,,
2026-05-30 20:10:23,P1780142543_ALLOUSDTUSDT,EXIT,ALLO/USDT:USDT,BREAKOUT,0.3119497,,,,0.2978901,SL,0,-1.01,0.013901,4.456,47.8,1,72.0,22.46,,,,,,,,,,
2026-05-30 20:27:22,P1780144042_HEMIUSDTUSDT,ENTRY_PROBE,HEMI/USDT:USDT,PULLBACK,0.006883,0.00662232,0.00730746,0.00756214,,,,,0.00017,2.467,41.6,1,3955.0,27.22,,,,0.007674,1.29,0.00745,-1.67,0.007381,-2.58,
2026-05-30 21:33:22,P1780121121_VETUSDTUSDT,EXIT,VET/USDT:USDT,BREAKOUT,0.006199,,,,0.006193,BREAKEVEN,1,0.62,5.6e-05,0.903,35.3,1,9239.0,95.45,,,,,,,,,,
2026-05-31 00:32:36,P1780158756_SKYAIUSDTUSDT,ENTRY_PROBE,SKYAI/USDT:USDT,BREAKOUT,0.22155,0.21318286,0.23964429,0.25773857,,,,,0.009047,4.084,31.4,1,110.0,24.37,2.0,8.167,1.0,0.2011,-9.23,0.19297,-12.9,0.1871,-15.55,
2026-05-31 00:32:57,P1780158756_SKYAIUSDTUSDT,EXIT,SKYAI/USDT:USDT,BREAKOUT,0.22155,,,,0.21291,SL,0,-0.95,0.009047,4.084,31.4,1,110.0,24.37,,,,,,,,,,
2026-05-31 02:48:19,P1780166899_FETUSDTUSDT,ENTRY_PROBE,FET/USDT:USDT,BREAKOUT,0.2727,0.26618571,0.28652857,0.30035714,,,,,0.006914,2.535,33.4,1,142.0,38.72,2.0,5.071,2.0,0.266,-0.08,0.2684,-1.58,0.2717,-0.37,
2026-05-31 10:06:58,P1780144042_HEMIUSDTUSDT,ENTRY_CONFIRM,HEMI/USDT:USDT,PULLBACK,0.006934152602774596,0.00679811,0.00735862,0.0076133,,,,,0.00017,2.449,41.6,1,7857.0,54.48,,,,,,,,,,
2026-05-31 14:21:56,P1780166899_FETUSDTUSDT,EXIT,FET/USDT:USDT,BREAKOUT,0.2727,,,,0.2662,SL,0,-0.92,0.006914,2.535,33.4,1,142.0,38.72,,,,,,,,,,
2026-05-31 14:28:17,P1780208897_APRUSDTUSDT,ENTRY_PROBE,APR/USDT:USDT,PULLBACK,0.1863819,0.18066036,0.19569797,0.20128761,,,,,0.003726,1.999,31.9,10,176.0,3.28,1.0,1.999,5.0,0.18417,-0.09,0.18204,-1.24,,,
2026-05-31 14:35:17,P1780208897_APRUSDTUSDT,ENTRY_CONFIRM,APR/USDT:USDT,PULLBACK,0.1879648429378531,0.18451869,0.19728091,0.20287056,,,,,0.003726,1.983,31.9,10,354.0,6.65,,,,,,,,,,
2026-05-31 14:53:16,P1780210396_TONUSDTUSDT,ENTRY_PROBE,TON/USDT:USDT,BREAKOUT,1.87419235,1.86206429,1.89806378,1.92193521,,,,,0.011936,0.637,34.1,10,82.4,15.44,2.0,1.274,5.0,1.8533,-0.41,1.8622,0.06,1.8837,1.22,
2026-05-31 15:05:23,P1780211123_KITEUSDTUSDT,ENTRY_PROBE,KITE/USDT:USDT,BREAKOUT,0.2077195,0.20535,0.2123995,0.2170795,,,,,0.00234,1.127,37.7,10,416.0,8.64,2.0,2.253,2.0,0.20774,0.06,,,,,
2026-05-31 15:14:16,P1780210396_TONUSDTUSDT,EXIT,TON/USDT:USDT,BREAKOUT,1.874192354369,,,,1.861,SL,0,-1.09,0.011936,0.637,34.1,10,82.4,15.44,,,,,,,,,,
2026-05-31 16:16:19,P1780215379_INITUSDTUSDT,ENTRY_PROBE,INIT/USDT:USDT,BREAKOUT,0.07104,0.07002357,0.07281286,0.07458571,,,,,0.000886,1.248,30.8,10,1099.0,7.81,2.0,2.496,4.0,0.06847,-2.03,0.0705,0.88,,,
2026-05-31 16:18:46,P1780211123_KITEUSDTUSDT,PARTIAL_TP1,KITE/USDT:USDT,BREAKOUT,0.2077194951923,,,,0.2125268,TP1,1,0.8,0.00234,1.127,37.7,10,166.0,,,,,,,,,,,
2026-05-31 16:22:20,P1780215740_VVVUSDTUSDT,ENTRY_PROBE,VVV/USDT:USDT,BREAKOUT,18.42880352,18.08771429,19.00937495,19.58994638,,,,,0.290286,1.575,35.9,10,3.41,6.28,2.0,3.15,5.0,17.951,-0.71,17.887,-1.06,,,
2026-05-31 16:33:26,P1780215379_INITUSDTUSDT,EXIT,INIT/USDT:USDT,BREAKOUT,0.07104,,,,0.0698884,SL,0,-1.27,0.000886,1.248,30.8,10,1099.0,7.81,,,,,,,,,,
2026-05-31 17:01:19,P1780218079_PLAYUSDTUSDT,ENTRY_PROBE,PLAY/USDT:USDT,BREAKOUT,0.09614,0.09285714,0.10302571,0.10991143,,,,,0.003443,3.581,39.4,10,279.0,2.68,2.0,7.162,1.0,0.11144,19.71,0.11977,28.66,,,
2026-05-31 17:02:24,P1780218079_PLAYUSDTUSDT,EXIT,PLAY/USDT:USDT,BREAKOUT,0.09614,,,,0.0930886,SL,0,-0.85,0.003443,3.581,39.4,10,279.0,2.68,,,,,,,,,,
2026-05-31 17:04:20,P1780218260_MYXUSDTUSDT,ENTRY_PROBE,MYX/USDT:USDT,BREAKOUT,0.2548,0.24756429,0.26927143,0.28374286,,,,,0.007236,2.84,35.0,10,130.0,3.31,2.0,5.68,1.0,0.2516,1.78,0.2557,3.44,,,
2026-05-31 17:10:20,P1780215740_VVVUSDTUSDT,EXIT,VVV/USDT:USDT,BREAKOUT,18.42880352,,,,18.07947801,SL,0,-1.19,0.290286,1.575,35.9,10,3.41,6.28,,,,,,,,,,
2026-05-31 17:11:01,P1780208897_APRUSDTUSDT,EXIT,APR/USDT:USDT,PULLBACK,0.1879648587571,,,,0.1843339,SL,0,-1.29,0.003726,1.983,31.9,10,354.0,6.65,,,,,,,,,,
2026-05-31 17:28:18,P1780218260_MYXUSDTUSDT,EXIT,MYX/USDT:USDT,BREAKOUT,0.2548,,,,0.2472,SL,0,-0.99,0.007236,2.84,35.0,10,130.0,3.31,,,,,,,,,,
2026-05-31 18:26:17,P1780223177_STEEMUSDTUSDT,ENTRY_PROBE,STEEM/USDT:USDT,BREAKOUT,0.05217,0.050935,0.0546,0.05703,,,,,0.001215,2.329,33.1,10,755.0,3.94,2.0,4.658,1.0,0.05111,0.26,0.05163,1.28,0.05138,0.78,
2026-05-31 19:55:21,P1780211123_KITEUSDTUSDT,EXIT,KITE/USDT:USDT,BREAKOUT,0.2077194951923,,,,0.20761,BREAKEVEN,1,0.77,0.00234,1.127,37.7,10,250.0,8.64,,,,,,,,,,
2026-05-31 20:19:16,P1780229956_TONUSDTUSDT,ENTRY_PROBE,TON/USDT:USDT,BREAKOUT,1.9167,1.89875714,1.95238571,1.98807143,,,,,0.017843,0.931,39.2,10,51.0,9.78,2.0,1.862,5.0,1.9046,0.31,1.8914,-0.39,1.86,-2.04,
2026-05-31 20:53:16,P1780229956_TONUSDTUSDT,EXIT,TON/USDT:USDT,BREAKOUT,1.9167,,,,1.8988,SL,0,-0.91,0.017843,0.931,39.2,10,51.0,9.78,,,,,,,,,,
2026-05-31 22:13:18,P1780236798_FORMUSDTUSDT,ENTRY_PROBE,FORM/USDT:USDT,BREAKOUT,0.2687,0.26457143,0.27655714,0.28441429,,,,,0.003929,1.462,37.6,10,234.3,6.3,2.0,2.924,4.0,0.2608,-1.17,0.2661,0.83,0.2652,0.49,
2026-05-31 22:26:38,P1780236798_FORMUSDTUSDT,EXIT,FORM/USDT:USDT,BREAKOUT,0.2687,,,,0.2639,SL,0,-1.12,0.003929,1.462,37.6,10,234.3,6.3,,,,,,,,,,
2026-05-31 22:35:20,P1780144042_HEMIUSDTUSDT,PARTIAL_TP1,HEMI/USDT:USDT,PULLBACK,0.0069341526028,,,,0.007434,TP1,1,1.57,0.00017,2.449,41.6,1,3142.0,,,,,,,,,,,
2026-05-31 23:17:17,P1780240637_TONUSDTUSDT,ENTRY_PROBE,TON/USDT:USDT,BREAKOUT,1.8994,1.88130714,1.93558571,1.97177143,,,,,0.018093,0.953,39.3,10,50.7,9.63,2.0,1.905,1.0,1.8689,-0.57,1.8577,-1.17,1.8669,-0.68,
2026-06-01 00:22:20,P1780240637_TONUSDTUSDT,EXIT,TON/USDT:USDT,BREAKOUT,1.8994,,,,1.8797,SL,0,-1.0,0.018093,0.953,39.3,10,50.7,9.63,,,,,,,,,,
2026-06-01 01:27:43,P1780248463_MEMEUSDTUSDT,ENTRY_PROBE,MEME/USDT:USDT,BREAKOUT,0.0005935,0.00058176,0.00061637,0.00063924,,,,,1.1e-05,1.927,43.1,10,79670.0,4.73,2.0,3.854,4.0,0.0005841,0.41,0.0005921,1.79,0.0006101,4.88,
2026-06-01 02:30:49,P1780248463_MEMEUSDTUSDT,EXIT,MEME/USDT:USDT,BREAKOUT,0.0005935,,,,0.0005817,SL,0,-0.94,1.1e-05,1.927,43.1,10,79670.0,4.73,,,,,,,,,,
2026-06-01 02:31:18,P1780252278_FORMUSDTUSDT,ENTRY_PROBE,FORM/USDT:USDT,BREAKOUT,0.2654,0.26050714,0.27498571,0.28457143,,,,,0.004793,1.806,33.8,10,189.4,5.03,2.0,3.612,4.0,0.2623,0.85,0.2617,0.62,0.2672,2.73,
2026-06-01 02:46:18,P1780253178_ZORAUSDTUSDT,ENTRY_PROBE,ZORA/USDT:USDT,BREAKOUT,0.01117,0.01096786,0.01159429,0.01201857,,,,,0.000212,1.899,35.2,10,4268.0,4.77,2.0,3.798,2.0,0.01159,-1.28,0.01147,-2.3,0.01136,-3.24,
2026-06-01 03:15:19,P1780254919_SIRENUSDTUSDT,ENTRY_PROBE,SIREN/USDT:USDT,PULLBACK,0.4917,0.47996429,0.51109286,0.52272857,,,,,0.007757,1.578,36.2,10,77.0,3.79,1.0,1.578,5.0,0.5329,-1.21,0.5488,1.74,0.5811,7.73,
2026-06-01 03:30:18,P1780253178_ZORAUSDTUSDT,PARTIAL_TP1,ZORA/USDT:USDT,BREAKOUT,0.01117,,,,0.01165,TP1,1,0.82,0.000212,1.899,35.2,10,1707.0,,,,,,,,,,,
2026-06-01 03:38:48,P1780253178_ZORAUSDTUSDT,PARTIAL_TP2,ZORA/USDT:USDT,BREAKOUT,0.01117,,,,0.012,TP2,2,1.06,0.000212,1.899,35.2,10,1280.0,,,,,,,,,,,
2026-06-01 03:43:43,P1780253178_ZORAUSDTUSDT,EXIT,ZORA/USDT:USDT,BREAKOUT,0.01117,,,,0.01174,TRAIL,2,2.61,0.000212,1.899,35.2,10,1281.0,4.77,,,,,,,,,,
2026-06-01 04:05:03,P1780257903_TRXUSDTUSDT,ENTRY_PROBE,TRX/USDT:USDT,PULLBACK,0.35022,0.34917931,0.3511575,0.35172,,,,,0.000375,0.107,25.3,10,886.0,31.03,1.0,0.107,1.0,0.35168,0.08,0.35186,0.13,0.35037,-0.3,
2026-06-01 04:21:18,P1780258878_ALGOUSDTUSDT,ENTRY_PROBE,ALGO/USDT:USDT,PULLBACK,0.1263,0.1239,0.1303,0.1327,,,,,0.0016,1.267,29.6,10,388.1,4.9,1.0,1.267,3.0,0.1258,0.24,0.1243,-0.96,0.1234,-1.67,
2026-06-01 04:33:33,P1780254919_SIRENUSDTUSDT,ENTRY_CONFIRM,SIREN/USDT:USDT,PULLBACK,0.4956235668789809,0.48782143,0.51501642,0.52665214,,,,,0.007757,1.565,36.2,10,157.0,7.78,,,,,,,,,,
2026-06-01 04:56:51,P1780258878_ALGOUSDTUSDT,ENTRY_CONFIRM,ALGO/USDT:USDT,PULLBACK,0.1271581344902386,0.1255,0.13115813,0.13355813,,,,,0.0016,1.258,29.6,10,783.7,9.97,,,,,,,,,,
2026-06-01 05:17:19,P1780252278_FORMUSDTUSDT,EXIT,FORM/USDT:USDT,BREAKOUT,0.2654,,,,0.2601,SL,0,-1.0,0.004793,1.806,33.8,10,189.4,5.03,,,,,,,,,,
2026-06-01 07:36:03,P1780257903_TRXUSDTUSDT,PARTIAL_TP1,TRX/USDT:USDT,PULLBACK,0.35022,,,,0.35099,TP1,1,0.27,0.000375,0.107,25.3,10,354.0,,,,,,,,,,,
2026-06-01 07:55:18,P1780271718_ZORAUSDTUSDT,ENTRY_PROBE,ZORA/USDT:USDT,BREAKOUT,0.01158,0.01125214,0.01223571,0.01289143,,,,,0.000328,2.831,43.6,10,2828.0,3.27,2.0,5.662,5.0,0.01231,9.42,0.01205,7.11,0.01094,-2.76,
2026-06-01 08:02:22,P1780271718_ZORAUSDTUSDT,EXIT,ZORA/USDT:USDT,BREAKOUT,0.01158,,,,0.01125,SL,0,-0.93,0.000328,2.831,43.6,10,2828.0,3.27,,,,,,,,,,
2026-06-01 08:05:22,P1780272322_LAUSDTUSDT,ENTRY_PROBE,LA/USDT:USDT,PULLBACK,0.1091,0.10803929,0.11086786,0.11192857,,,,,0.000707,0.648,39.3,10,868.1,9.47,1.0,0.648,4.0,0.1107,2.5,0.1086,0.56,0.1074,-0.56,
2026-06-01 08:09:24,P1780257903_TRXUSDTUSDT,PARTIAL_TP2,TRX/USDT:USDT,PULLBACK,0.35022,,,,0.35165,TP2,2,0.38,0.000375,0.107,25.3,10,265.0,,,,,,,,,,,
2026-06-01 08:12:19,P1780257903_TRXUSDTUSDT,EXIT,TRX/USDT:USDT,PULLBACK,0.35022,,,,0.35141,TRAIL,2,0.97,0.000375,0.107,25.3,10,267.0,31.03,,,,,,,,,,
2026-06-01 08:15:19,P1780272919_AAVEUSDTUSDT,ENTRY_PROBE,AAVE/USDT:USDT,PULLBACK,82.43,82.01821429,83.09964286,83.50142857,,,,,0.267857,0.325,28.4,10,2.2,18.13,1.0,0.325,2.0,82.06,0.06,81.99,-0.02,81.88,-0.16,
2026-06-01 08:18:53,P1780272322_LAUSDTUSDT,EXIT,LA/USDT:USDT,PULLBACK,0.1091,,,,0.108,SL,0,-0.95,0.000707,0.648,39.3,10,868.1,9.47,,,,,,,,,,
2026-06-01 08:25:19,P1780273519_NEARUSDTUSDT,ENTRY_PROBE,NEAR/USDT:USDT,PULLBACK,2.35,2.31517857,2.40803571,2.44285714,,,,,0.023214,0.988,25.4,10,25.0,5.88,1.0,0.988,1.0,2.3,-0.65,2.265,-2.16,2.341,1.12,
2026-06-01 08:35:31,P1780274131_PUNDIXUSDTUSDT,ENTRY_PROBE,PUNDIX/USDT:USDT,PULLBACK,0.1437,0.14205357,0.14661071,0.14835714,,,,,0.001164,0.81,26.6,10,521.0,7.49,1.0,0.81,1.0,0.1407,-1.47,0.1404,-1.68,0.1404,-1.68,
2026-06-01 08:48:24,P1780254919_SIRENUSDTUSDT,PARTIAL_TP1,SIREN/USDT:USDT,PULLBACK,0.495623566879,,,,0.5187645,TP1,1,1.43,0.007757,1.565,36.2,10,62.0,,,,,,,,,,,
2026-06-01 08:59:25,P1780273519_NEARUSDTUSDT,EXIT,NEAR/USDT:USDT,PULLBACK,2.35,,,,2.315,SL,0,-0.88,0.023214,0.988,25.4,10,25.0,5.88,,,,,,,,,,
2026-06-01 09:02:42,P1780274131_PUNDIXUSDTUSDT,PARTIAL_TP1,PUNDIX/USDT:USDT,PULLBACK,0.1437,,,,0.1471,TP1,1,0.71,0.001164,0.81,26.6,10,208.0,,,,,,,,,,,
2026-06-01 09:03:18,P1780258878_ALGOUSDTUSDT,EXIT,ALGO/USDT:USDT,PULLBACK,0.1271581344902,,,,0.1255,SL,0,-1.3,0.0016,1.258,29.6,10,783.7,9.97,,,,,,,,,,
2026-06-01 09:04:19,P1780274131_PUNDIXUSDTUSDT,EXIT,PUNDIX/USDT:USDT,PULLBACK,0.1437,,,,0.1428,BREAKEVEN,1,0.43,0.001164,0.81,26.6,10,313.0,7.49,,,,,,,,,,
2026-06-01 09:25:28,P1780272919_AAVEUSDTUSDT,EXIT,AAVE/USDT:USDT,PULLBACK,82.43,,,,82.01,SL,0,-0.92,0.267857,0.325,28.4,10,2.2,18.13,,,,,,,,,,
2026-06-01 09:37:20,P1780277840_TONUSDTUSDT,ENTRY_PROBE,TON/USDT:USDT,BREAKOUT,1.9308,1.91373571,1.96392857,1.99705714,,,,,0.016564,0.858,33.7,10,55.3,10.68,2.0,1.716,3.0,1.9196,0.33,1.9472,1.78,1.9563,2.25,
2026-06-01 09:55:21,P1780277840_TONUSDTUSDT,EXIT,TON/USDT:USDT,BREAKOUT,1.9308,,,,1.9131999999999998,SL,0,-0.97,0.016564,0.858,33.7,10,55.3,10.68,,,,,,,,,,
2026-06-01 10:09:19,P1780279759_MEMEUSDTUSDT,ENTRY_PROBE,MEME/USDT:USDT,BREAKOUT,0.0006223,0.00061091,0.00064309,0.00066387,,,,,1e-05,1.67,48.1,10,87236.0,5.43,2.0,3.34,4.0,0.000603,-1.1,0.0005753,-5.64,0.0005743,-5.81,
2026-06-01 10:15:20,P1780280120_NIGHTUSDTUSDT,ENTRY_PROBE,NIGHT/USDT:USDT,PULLBACK,0.03826,0.03755714,0.03948143,0.04021429,,,,,0.000489,1.277,28.8,10,1252.0,4.79,1.0,1.277,3.0,0.03814,0.34,0.03827,0.68,0.03924,3.24,
2026-06-01 10:39:21,P1780280120_NIGHTUSDTUSDT,ENTRY_CONFIRM,NIGHT/USDT:USDT,PULLBACK,0.03850317175094024,0.03801571,0.0397246,0.04045746,,,,,0.000489,1.269,28.8,10,2393.0,9.21,,,,,,,,,,
2026-06-01 11:12:06,P1780283526_KITEUSDTUSDT,ENTRY_PROBE,KITE/USDT:USDT,BREAKOUT,0.2150268,0.21286929,0.21956823,0.22410966,,,,,0.002271,1.056,48.8,10,395.0,8.49,2.0,2.112,2.0,0.21186,-0.73,0.21029,-1.47,0.20996,-1.62,
2026-06-01 11:13:23,P1780279759_MEMEUSDTUSDT,EXIT,MEME/USDT:USDT,BREAKOUT,0.0006223,,,,0.0006097,SL,0,-1.1,1e-05,1.67,48.1,10,87236.0,5.43,,,,,,,,,,
2026-06-01 11:39:34,P1780283526_KITEUSDTUSDT,EXIT,KITE/USDT:USDT,BREAKOUT,0.2150268,,,,0.21342,SL,0,-0.63,0.002271,1.056,48.8,10,395.0,8.49,,,,,,,,,,
2026-06-01 11:52:25,P1780280120_NIGHTUSDTUSDT,EXIT,NIGHT/USDT:USDT,PULLBACK,0.0385031717509,,,,0.03801,SL,0,-1.18,0.000489,1.269,28.8,10,2393.0,9.21,,,,,,,,,,
2026-06-01 13:01:20,P1780290080_HYPEUSDTUSDT,ENTRY_PROBE,HYPE/USDT:USDT,BREAKOUT,73.448,72.7405,74.849,76.25,,,,,0.7005,0.954,42.9,10,1.24,9.11,2.0,1.907,5.0,73.5,1.03,72.368,-0.53,72.917,0.23,
2026-06-01 13:01:43,P1780290103_TONUSDTUSDT,ENTRY_PROBE,TON/USDT:USDT,BREAKOUT,1.9868,1.95694286,2.04331429,2.09982857,,,,,0.028257,1.422,39.7,10,30.7,6.1,2.0,2.844,1.0,1.9543,-0.04,1.9358,-0.99,1.924,-1.59,
2026-06-01 13:01:48,P1780290108_RAVEUSDTUSDT,ENTRY_PROBE,RAVE/USDT:USDT,PULLBACK,0.462,0.454625,0.474625,0.4822,,,,,0.00505,1.093,26.1,10,114.0,5.27,1.0,1.093,1.0,0.4611,0.35,0.4584,-0.23,0.4486,-2.37,
2026-06-01 13:11:20,P1780290679_APEUSDTUSDT,ENTRY_PROBE,APE/USDT:USDT,BREAKOUT,0.1474,0.14580714,0.15058571,0.15377143,,,,,0.001593,1.081,30.1,10,540.0,7.96,2.0,2.161,5.0,0.1459,0.0,0.1452,-0.48,0.144,-1.3,
2026-06-01 13:29:49,P1780290679_APEUSDTUSDT,EXIT,APE/USDT:USDT,BREAKOUT,0.1474,,,,0.1459,SL,0,-0.81,0.001593,1.081,30.1,10,540.0,7.96,,,,,,,,,,
2026-06-01 13:37:19,P1780290103_TONUSDTUSDT,EXIT,TON/USDT:USDT,BREAKOUT,1.9868,,,,1.9550999999999998,SL,0,-0.97,0.028257,1.422,39.7,10,30.7,6.1,,,,,,,,,,
2026-06-01 13:47:31,P1780290108_RAVEUSDTUSDT,ENTRY_CONFIRM,RAVE/USDT:USDT,PULLBACK,0.46493749999999995,0.459475,0.4775625,0.4851375,,,,,0.00505,1.086,26.1,10,208.0,9.67,,,,,,,,,,
2026-06-01 14:09:20,P1780223177_STEEMUSDTUSDT,EXIT,STEEM/USDT:USDT,BREAKOUT,0.05217,,,,0.05098,SL,0,-0.9,0.001215,2.329,33.1,10,755.0,3.94,,,,,,,,,,
2026-06-01 14:09:46,P1780290108_RAVEUSDTUSDT,EXIT,RAVE/USDT:USDT,PULLBACK,0.46493749999999995,,,,0.459475,SL,0,-1.14,0.00505,1.086,26.1,10,208.0,9.67,,,,,,,,,,
2026-06-01 14:15:03,P1780294503_VVVUSDTUSDT,ENTRY_PROBE,VVV/USDT:USDT,BREAKOUT,19.81634884,19.47485714,20.45863455,21.10092027,,,,,0.321143,1.621,37.2,10,2.58,5.11,2.0,3.241,1.0,19.744,1.38,19.055,-2.16,18.121,-6.96,
2026-06-01 14:44:21,P1780294503_VVVUSDTUSDT,EXIT,VVV/USDT:USDT,BREAKOUT,19.81634884,,,,19.47556976744186,SL,0,-0.88,0.321143,1.621,37.2,10,2.58,5.11,,,,,,,,,,
2026-06-01 14:46:48,P1780290080_HYPEUSDTUSDT,EXIT,HYPE/USDT:USDT,BREAKOUT,73.448,,,,72.75,SL,0,-0.87,0.7005,0.954,42.9,10,1.24,9.11,,,,,,,,,,
2026-06-01 15:17:22,P1780254919_SIRENUSDTUSDT,PARTIAL_TP2,SIREN/USDT:USDT,PULLBACK,0.495623566879,,,,0.5264,TP2,2,1.45,0.007757,1.565,36.2,10,47.0,,,,,,,,,,,
2026-06-01 15:40:10,P1780254919_SIRENUSDTUSDT,EXIT,SIREN/USDT:USDT,PULLBACK,0.495623566879,,,,0.5394,TRAIL,2,4.98,0.007757,1.565,36.2,10,48.0,7.78,,,,,,,,,,
2026-06-01 23:11:03,P1780144042_HEMIUSDTUSDT,PARTIAL_TP2,HEMI/USDT:USDT,PULLBACK,0.0069341526028,,,,0.0075763,TP2,2,1.51,0.00017,2.449,41.6,1,2357.0,,,,,,,,,,,
2026-06-01 23:16:22,P1780144042_HEMIUSDTUSDT,EXIT,HEMI/USDT:USDT,PULLBACK,0.0069341526028,,,,0.007576283411115826,TRAIL,2,4.59,0.00017,2.449,41.6,1,2358.0,54.48,,,,,,,,,,
2026-06-02 08:03:12,P1780358592_USELESSUSDTUSDT,ENTRY_PROBE,USELESS/USDT:USDT,BREAKOUT,0.08149,0.07997143,0.08460714,0.08772429,,,,,0.001559,1.913,32.7,10,539.0,4.39,2.0,3.825,1.0,0.08113,1.35,0.08181,2.2,0.08498,6.16,
2026-06-02 09:36:20,P1780358592_USELESSUSDTUSDT,EXIT,USELESS/USDT:USDT,BREAKOUT,0.08149,,,,0.08005,SL,0,-0.78,0.001559,1.913,32.7,10,539.0,4.39,,,,,,,,,,
2026-06-02 21:45:14,P1780407914_USDCUSDTUSDT,ENTRY_PROBE,USDC/USDT:USDT,BREAKOUT,1.000787,0.99778464,1.00081,1.000833,,,,,1.1e-05,0.001,55.5,10,277.0,27.72,2.0,0.002,2.0,1.000906,0.01,1.000704,-0.01,1.000579,-0.02,
2026-06-02 22:34:22,P1780407914_USDCUSDTUSDT,PARTIAL_TP1,USDC/USDT:USDT,BREAKOUT,1.000787,,,,1.00088,TP1,1,0.01,1.1e-05,0.001,55.5,10,110.0,,,,,,,,,,,
2026-06-02 22:34:23,P1780407914_USDCUSDTUSDT,PARTIAL_TP2,USDC/USDT:USDT,BREAKOUT,1.000787,,,,1.00088,TP2,2,0.01,1.1e-05,0.001,55.5,10,83.0,,,,,,,,,,,
2026-06-02 23:04:17,P1780407914_USDCUSDTUSDT,EXIT,USDC/USDT:USDT,BREAKOUT,1.000787,,,,1.000827,TRAIL,2,0.02,1.1e-05,0.001,55.5,10,84.0,27.72,,,,,,,,,,
